web-scraper-order;web-scraper-start-url;URL;URL-href;Title;Date
1685297093-651;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=629;Ottmar Edenhofer: Der Mann, der keine Kohle mag;https://www.zeit.de/2015/46/ottmar-edenhofer-klimawandel-oekonomie;Der Mann, der keine Kohle mag;12.11.2015
1685297096-652;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=629;Privatschule: Was ist das?;https://www.zeit.de/2015/44/privatschule-glossar;Was ist das?;13.11.2015
1685297099-653;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=629;"Axa: ""Eine Vier-Grad-Welt ist kaum noch versicherbar""";https://www.zeit.de/wirtschaft/2015-11/axa-christian-thimann-klimaschutz-investment-nachhaltigkeit;Eine Vier-Grad-Welt ist kaum noch versicherbar;14.11.2015
1685297102-654;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=629;Sayer: Burger oder Hot Dog?;https://www.zeit.de/digital/mobil/2015-11/app-sayer-ios-test;Burger oder Hot Dog?;18.11.2015
1685297105-655;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=629;"Korallenriff: ""Dann heißt es: Game Over""";https://www.zeit.de/2015/47/korallenriff-great-barrier-reef-klimawandel-ove-hoegh-guldberg;Dann heißt es: Game Over;19.11.2015
1685297108-656;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=629;Bioökonomie: Forschungsleiter Mikrobe;https://www.zeit.de/2015/47/biooekonomie-ressourcen-umwelt-technologie;Forschungsleiter Mikrobe;19.11.2015
1685297111-657;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=629;"Flüchtlinge: ""Zäune halten Flüchtlinge nicht auf""";https://www.zeit.de/2015/47/grenzschutz-fluechtlinge-zaeune-terror-islamismus-interview;Warum fliegen wir sie nicht zu uns aus?;19.11.2015
1685297114-658;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=629;Johann-Dietrich Wörner: Dieser Mann will ein Dorf auf dem Mond bauen;https://www.zeit.de/2015/47/johann-dietrich-woerner-esa-raumfahrt;Ein Dorf auf dem Mond;19.11.2015
1685297117-659;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=629;Rüstungsindustrie: Das Geschäft mit dem Terror;https://www.zeit.de/2015/47/ruestungsindustrie-waffen-export-sicherheit-terrorismus;Hauptsache, sicher ...;19.11.2015
1685297120-660;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=629;Meteorologie: Wetterkatastrophen töten Hunderttausende weltweit;https://www.zeit.de/wissen/umwelt/2015-11/klimagipfel-wetter-un-klima-katastrophen-opfer;Wetterkatastrophen töten Hunderttausende weltweit;23.11.2015
1685297126-661;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=628;Elbvertiefung: Stadt der Extreme;https://www.zeit.de/hamburg/stadtleben/2015-11/elbvertiefung-hamburg-11-23;Stadt der Extreme;23.11.2015
1685297129-662;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=628;Meteorologie: 2015 bricht voraussichtlich den Hitzerekord;https://www.zeit.de/wissen/umwelt/2015-11/meteorologie-un-2015-temperatur;2015 bricht voraussichtlich den Hitzerekord;25.11.2015
1685297153-663;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=628;Treibhauseffekt: Plötzlich Klimawandel?;https://www.zeit.de/2015/48/treibhauseffekt-klimawandel-erderwaermung-klimagipfel;Die Erde im Schwitzkasten;26.11.2015
1685297156-664;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=628;Namensgebung: Der Doppelnamer;https://www.zeit.de/2015/48/nachwuchs-bochumer-zoo-flamingo-namensgebung;Der Doppelnamer;26.11.2015
1685297159-665;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=628;Allianz: Und sie bewegt sich doch;https://www.zeit.de/2015/48/allianz-versicherung-ausstieg-kohle-investition;Und sie bewegt sich doch;26.11.2015
1685297162-666;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=628;Klimawandel: Klimakatastrophe? Menschenkatastrophe!;https://www.zeit.de/zeit-wissen/2015/06/klimawandel-planet-erde-erwaermung;Die Erde ist wunderschön;26.11.2015
1685297165-667;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=628;UN-Klimakonferenz: Geht doch;https://www.zeit.de/wirtschaft/2015-11/un-klimakonferenz-nationale-klimaplaene-hintergruende-die;Geht doch;26.11.2015
1685297185-669;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=628;Klimagipfel: Laudato si' von Deutschland nach Paris;https://www.zeit.de/wirtschaft/2015-11/klimakonferenz-paris-laudato-si-enzyklika-papst-klimaschutz;Laudato si' von Deutschland nach Paris;27.11.2015
1685297188-670;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=628;"Barbara Hendricks: ""Wohnungsnot und Klimaschutz nicht gegeneinander ausspielen""";https://www.zeit.de/wirtschaft/2015-11/barbara-hendricks-umweltministerin-kohle-ausstieg-klimagipfel;Wohnungsnot und Klimaschutz nicht gegeneinander ausspielen;27.11.2015
1685297194-671;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=627;Klimawandel: Klimawandel: So wird Hamburg im Meer verschwinden;https://www.zeit.de/zett/2015-11/klimawandel-so-wird-hamburg-im-meer-verschwinden;Klimawandel: So wird Hamburg im Meer verschwinden;27.11.2015
1685297197-672;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=627;Klimakonferenz: Beim Klima zählt auch das Geschlecht;https://www.zeit.de/kultur/2015-11/klimakonferenz-paris-mann-risiko-geschlechtergerechtigkeit-10nach8;Beim Klima zählt auch das Geschlecht;27.11.2015
1685297200-673;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=627;Klimakonferenz: Das Wichtigste zum Klimagipfel;https://www.zeit.de/wirtschaft/2015-11/klimakonferenz-paris-fragen-antworten;Das Wichtigste zum Klimagipfel;29.11.2015
1685297203-674;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=627;Klimakonferenz: Gewalt auf der Place de la République;https://www.zeit.de/gesellschaft/zeitgeschehen/2015-11/un-klimagipfel-paris-demonstrationen-hollande;Gewalt auf der Place de la République;29.11.2015
1685297218-675;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=627;"Klimagipfel in Paris: ""Versuchen wir, die Welt nicht zu enttäuschen""";https://www.zeit.de/wirtschaft/2015-11/pariser-klimakonferenz-eroeffnung;Versuchen wir, die Welt nicht zu enttäuschen;30.11.2015
1685297226-677;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=627;UN-Klimakonferenz: Milliardenzusagen für den Kampf gegen den Klimawandel;https://www.zeit.de/wirtschaft/2015-11/un-klimakonferenz-klimawandel-finanzierung-verhandlungen;Milliardenzusagen für den Kampf gegen den Klimawandel;30.11.2015
1685297229-678;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=627;"Klimagipfel: ""Kein Land will sich gern reinreden lassen""";https://www.zeit.de/wirtschaft/2015-11/klimagipfel-paris-klimasekretariat-sherpa-vorbereitung-logistik;Kein Land will sich gern reinreden lassen;30.11.2015
1685297232-679;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=627;Klimawandel: Erklärt in fünf Grafiken: Warum der Klimagipfel in Paris ein Erfolg werden muss;https://www.zeit.de/zett/2015-12/erklaert-in-fuenf-grafiken-warum-der-klimagipfel-in-paris-ein-erfolg-werden-muss;Erklärt in fünf Grafiken: Warum der Klimagipfel in Paris ein Erfolg werden muss;01.12.2015
1685297237-680;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=627;Klimakonferenz: Weniger Wachstum, bessere Zukunft;https://www.zeit.de/wirtschaft/2015-11/klimakonferenz-klimawandel-krise-klima-denken;Weniger Wachstum, bessere Zukunft;01.12.2015
1685297244-681;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=626;Olympia: Wer ist schuld und warum?;https://www.zeit.de/hamburg/stadtleben/2015-12/elbvertiefung-hamburg-01-12;Wer ist schuld und warum?;01.12.2015
1685297247-682;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=626;Elektromobilität: New York will sauberste Fahrzeugflotte der USA;https://www.zeit.de/mobilitaet/2015-12/elektromobilitaet-new-york-bill-de-blasio;New York will sauberste Fahrzeugflotte der USA;02.12.2015
1685297250-683;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=626;Klimakonferenz 2015: Morgen wird's vielleicht zu heiß zum Überleben;https://www.zeit.de/wissen/umwelt/2015-11/klimakonferenz-2015-klimawandel-zukunft-hitze-eis;Morgen wird's vielleicht zu heiß zum Überleben;02.12.2015
1685297256-685;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=626;Klimagipfel Paris: Das Drehbuch;https://www.zeit.de/2015/49/klimagipfel-paris-erfolg;Das Drehbuch;03.12.2015
1685297259-686;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=626;Monsanto: Bösewicht will Welt retten;https://www.zeit.de/2015/49/monsanto-gentechnik-image-big-data;Bösewicht will Welt retten;03.12.2015
1685297262-687;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=626;"Energiewende: ""Die Zeit läuft ab""";https://www.zeit.de/2015/49/energiewende-kohle-subventionen-fatih-birol;Die Zeit läuft ab;03.12.2015
1685297265-688;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=626;Klimawandel: Auf dünnem Eis;https://www.zeit.de/2015/49/klimawandel-nordpol-nordpolarmeer-eisschmelze;Auf dünnem Eis;03.12.2015
1685297268-689;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=626;Klima-Risiko-Index: Klimarisiken treffen auch Deutschland;https://www.zeit.de/wirtschaft/2015-12/klima-risiko-index-klimawandel-belastung-germanwatch;Klimarisiken treffen auch Deutschland;03.12.2015
1685297271-690;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=626;Klimawandel: Anheizer für den Terror;https://www.zeit.de/wirtschaft/2015-12/klimawandel-ressourcen-konflikt-migration-konsequenzen;Anheizer für den Terror;03.12.2015
1685297277-691;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=625;Umweltpolitik: Den Klimaschutz muss man sich leisten;https://www.zeit.de/wirtschaft/2015-11/umweltpolitik-die-gdi-klimawandel-finanzierung;Den Klimaschutz muss man sich leisten;04.12.2015
1685297280-692;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=625;Überschwemmung Indien: Umweltminister gibt Westen Schuld an Flut;https://www.zeit.de/wirtschaft/2015-12/klimagipfel-indien-chennai;Umweltminister gibt Westen Schuld an Flut;05.12.2015
1685297283-693;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=625;Klimaschutz: Kohleausstieg verunsichert die Finanzwelt;https://www.zeit.de/wirtschaft/2015-12/klimaschutz-ziele-transparenz-unternehmen-stabilitaet;Kohleausstieg verunsichert die Finanzwelt;05.12.2015
1685297286-694;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=625;Klimawandel: Norwegens doppeltes Spiel mit dem Klima;https://www.zeit.de/wissen/umwelt/2015-11/klimawandel-norwegen-doppelmoral-kohleabbau-spitzbergen;Norwegens doppeltes Spiel mit dem Klima;05.12.2015
1685297289-695;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=625;Paris: Klimawandel von unten;https://www.zeit.de/wirtschaft/2015-12/paris-citizens-climate-summit-demonstration;Klimawandel von unten;07.12.2015
1685297296-697;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=625;Umweltschutz: Deutscher Lebensstil belastet Umwelt und Klima;https://www.zeit.de/wissen/umwelt/2015-12/umweltschutz-klima-konsumverhalten-deutscher-lebensstil;Deutscher Lebensstil belastet Umwelt und Klima;08.12.2015
1685297300-698;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=625;Klimagipfel: Klima [schutz] [sofort] [oder] [doch lieber später];https://www.zeit.de/wirtschaft/2015-12/klimagipfel-umweltschutz-vertrag-streit-vermittler-deutschland;Klima [schutz] [sofort] [oder] [doch lieber später];08.12.2015
1685297312-699;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=625;Klimakonferenz: Paris ist gescheitert – es lebe Paris;https://www.zeit.de/gesellschaft/zeitgeschehen/2015-12/klimawandel-paris-ziele-klimakonferenz;;09.12.2015
1685297319-700;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=625;Klimagipfel: Mit juristischen Waffen gegen den Klimawandel;https://www.zeit.de/wirtschaft/2015-12/rwe-klage-klimawandel-peru-germanwatch;Mit juristischen Waffen gegen den Klimawandel;09.12.2015
1685297327-701;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=624;Paris: Viele Staaten mit Klima-Vertragsentwurf unzufrieden;https://www.zeit.de/politik/ausland/2015-12/paris-klimagipfel-nationen-entwurf;Viele Staaten mit Klima-Vertragsentwurf unzufrieden;10.12.2015
1685297330-702;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=624;Islam: Du sollst das Klima retten!;https://www.zeit.de/2015/50/islam-umwelt-klimaschutz;Du sollst das Klima retten!;10.12.2015
1685297338-703;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=624;Klimakonferenz: Kopf hoch;https://www.zeit.de/2015/50/klimakonferenz-paris;Kopf hoch;10.12.2015
1685297347-704;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=624;Klimawandel : Watzmanngletscher, das war einmal;https://www.zeit.de/2015/50/klimawandel-gletscher-schmelzen-alpen-klimaerwaermung;"Aus ewigem wird ""totes Eis""";10.12.2015
1685297351-705;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=624;Elbvertiefung: Game over?;https://www.zeit.de/hamburg/stadtleben/2015-12/elbvertiefung-9-12;Game over?;09.12.2015
1685297355-706;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=624;Klimagipfel Paris: Schlaflose Nächte in Le Bourget;https://www.zeit.de/wirtschaft/2015-12/klimakonferenz-paris-klimaziele-konflikte;Schlaflose Nächte in Le Bourget;10.12.2015
1685297361-707;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=624;Paris: Greenpeace Chef nennt Klima-Verhandlungen rassistisch;https://www.zeit.de/zett/2015-12/greenpeace-chef-nennt-klima-verhandlungen-rassistisch;Greenpeace Chef nennt Klima-Verhandlungen rassistisch;11.12.2015
1685297369-708;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=624;Klimagipfel Paris: Die Zeitenwende von Le Bourget;https://www.zeit.de/wirtschaft/2015-12/klimagipfel-paris-weltklimavertrag-cop21-francois-hollande;Die Zeitenwende von Le Bourget;13.12.2015
1685297383-709;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=624;"Umweltschutz: ""EU wird zum Totengräber des 1,5-Grad-Zieles""";https://www.zeit.de/wirtschaft/2015-12/umweltschutz-klimagipfel-vertrag-reaktionen-fossile-brennstoffe-erneuerbare-energien;EU wird zum Totengräber des 1,5-Grad-Zieles;13.12.2015
1685297387-710;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=624;Klimagipfel: Die To-do-Liste von Paris;https://www.zeit.de/wirtschaft/2015-12/klimagipfel-paris-vertrag-zukunft-entwicklung-umweltschutz;Die To-do-Liste von Paris;14.12.2015
1685297399-711;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=623;Lexikon der Neurosen: Meteoritenangst, die;https://www.zeit.de/2015/51/neurose-meteoritenangst;Meteoritenangst, die;17.12.2015
1685297410-712;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=623;Energiewende: Eine geht noch;https://www.zeit.de/2015/51/energiewende-deutschland-co2-emissionen-kohleausstieg;Eine geht noch;17.12.2015
1685297419-713;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=623;Klimagipfel: Jubelt nicht zu früh;https://www.zeit.de/2015/51/klimagipfel-paris-abkommen-oelpreis-kohle;Jubelt nicht zu früh;17.12.2015
1685297422-714;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=623;Datenprojekt: Der Klimawandel vor meiner Haustür;https://www.zeit.de/wirtschaft/2012-09/klimawandel-daten-regionen;Der Klimawandel vor meiner Haustür;23.09.2012
1685297428-715;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=623;Energie: Ramschware Öl;https://www.zeit.de/wirtschaft/2015-12/oelpreis-oelkrise-klimawandel-iea-erwartungen;Ramschware Öl;18.12.2015
1685297439-716;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=623;Klima: Wen das Wetter vertreibt;https://www.zeit.de/wirtschaft/2015-12/flucht-klimawandel-klimafluechtling-migration-kleinbauer;Wen das Wetter vertreibt;19.12.2015
1685297457-717;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=623;Irak: Der Kampf um den Garten Eden;https://www.zeit.de/politik/ausland/2015-12/marschland-suedirak-bedroht;Der Kampf um den Garten Eden;21.12.2015
1685297475-718;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=623;Great Barrier Reef: Australien genehmigt umstrittenen Kohlehafen;https://www.zeit.de/wissen/umwelt/2015-12/great-barrier-reef-hafen-australien;Australien genehmigt umstrittenen Kohlehafen;22.12.2015
1685297486-719;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=623;Moral: Richtig oder nur nützlich?;https://www.zeit.de/2015/52/moral-unternehmen-verantwortung-wirtschaftswissenschaften;Richtig oder nur nützlich?;23.12.2015
1685297505-720;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=623;El Niño: Wetterchaos auf der Südhalbkugel;https://www.zeit.de/wissen/umwelt/2015-12/el-nino-flut-duerre;Wetterchaos auf der Südhalbkugel;29.12.2015
1685297521-721;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=622;Zukunft: Deutschland 2036;https://www.zeit.de/2016/01/zukunft-deutschland-2036-technik-buecher-krise-europa;Deutschland 2036;30.12.2015
1685297530-722;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=622;Kunstmarkt: Wolken ziehen auf;https://www.zeit.de/2016/01/kunstmarkt-jahresrueckblick-2015;Wolken ziehen auf;30.12.2015
1685297533-723;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=622;Moral: Echte Träume, echte Not;https://www.zeit.de/2016/01/moral-fluechtlinge-deutschland-fluechtlingspolitik-buerokratie;Echte Träume, echte Not;30.12.2015
1685297536-724;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=622;Jahresrückblick: So viel Jahr war nie;https://www.zeit.de/2016/01/jahresrueckblick-2015-aussenpolitik-redakteur;So viel Jahr war nie;30.12.2015
1685297539-725;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=622;Erderwärmung: Wenn der Pariser Klimagipfel in die Geschichtsbücher kommen soll, müssen konkrete Pläne her;https://www.zeit.de/zett/2015-12/wenn-der-pariser-klimagipfel-in-die-geschichtsbuecher-kommen-soll-muessen-konkrete-plaene-her;Wenn der Pariser Klimagipfel in die Geschichtsbücher kommen soll, müssen konkrete Pläne her;30.12.2015
1685297543-726;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=622;32C3: Reparaturarbeiten am Raumschiff Erde;https://www.zeit.de/digital/internet/2015-12/ten-years-after-we-lost-the-war-32c3-ccc;Reparaturarbeiten am Raumschiff Erde;30.12.2015
1685297546-727;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=622;"Meteorologie: ""Nordpol-Hitzewelle liegt nicht am Klimawandel""";https://www.zeit.de/wissen/umwelt/2015-12/meteorologie-wetter-island-nordpol-hitze-tiefdruckgebiet;Nordpol-Hitzewelle liegt nicht am Klimawandel;30.12.2015
1685297549-728;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=622;Skilager: Die schneelose Generation;https://www.zeit.de/entdecken/reisen/2015-12/skilager-uebernachtung-umwelt-kosten;Die schneelose Generation;03.01.2016
1685297552-729;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=622;Ausblick: Wer soll das alles ändern?;https://www.zeit.de/politik/ausland/2016-01/ausblick-2016-krise-griechenland-ukraine-islamischer-staat-nahostkonflikt;;05.01.2016
1685297555-730;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=622;Klimawandel in Deutschland: Wärmer, wärmer, wärmer;https://www.zeit.de/wissen/umwelt/2015-12/klimawandel-deutschland-temperatur-hitzerekord;Wärmer, wärmer, wärmer;11.12.2015
1685297562-731;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=621;"Schnee: ""In Zukunft öfter Verspätung""";https://www.zeit.de/2016/02/schnee-winter-tourismus-klimawandel-wissenschaft;In Zukunft öfter Verspätung;07.01.2016
1685297568-733;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=621;"Energiewandel: Eon-Chef Teyssen: ""Wir haben den Klimawandel unterschätzt""";https://www.zeit.de/zett/2016-01/eon-chef-teyssen-wir-haben-den-klimawandel-unterschaetzt;"Eon-Chef Teyssen: ""Wir haben den Klimawandel unterschätzt""";07.01.2016
1685297571-734;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=621;Ewig Reisende: Devi Lockwood: Ewig Reisende erzählt 1001 Geschichte;https://www.zeit.de/zett/2016-01/devi-lockwood-ewig-reisende-erzaehlt-1001-geschichte;Devi Lockwood: Ewig Reisende erzählt 1001 Geschichte;08.01.2016
1685297574-735;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=621;Green Bonds: Grüner wird’s doch;https://www.zeit.de/2015/51/green-bonds-klimawandel-umweltschutz-finanzieren;Grüner wird’s doch;12.01.2016
1685297579-736;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=621;Vatikan: Die grüne Weltmacht;https://www.zeit.de/2016/01/vatikan-papst-franziskus-klimaschutz-umweltpolitik;Die grüne Weltmacht;13.01.2016
1685297582-737;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=621;USA: Obama warnt vor Spaltung der Nation;https://www.zeit.de/politik/ausland/2016-01/usa-barack-obama-rede-lage-nation;Obama warnt vor Spaltung der Nation;13.01.2016
1685297585-738;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=621;Siegfried Hofreiter: Der Ganzgroßbauer;https://www.zeit.de/2016/03/siegfried-hofreiter-agrar-industrie-unternehmer;Der Ganzgroßbauer;14.01.2016
1685297588-739;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=621;Klimawandel: Fällt die nächste Eiszeit aus?;https://www.zeit.de/wissen/2016-01/eiszeit-klimawandel;Fällt die nächste Eiszeit aus?;13.01.2016
1685297592-740;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=621;"Ruhpolding: ""Wir sind das Wimbledon des Biathlon""";https://www.zeit.de/sport/2016-01/ruhpolding-biathlon-claus-pichler;Wir sind das Wimbledon des Biathlon;14.01.2016
1685297598-741;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=620;Kindesmisshandlung: Fast zu Tode geschüttelt;https://www.zeit.de/hamburg/stadtleben/2016-01/elbvertiefung-hamburg-15-01-16;Fast zu Tode geschüttelt;15.01.2016
1685297601-742;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=620;Klima: 2015 mit Abstand heißestes Jahr seit Aufzeichnungsbeginn;https://www.zeit.de/wissen/2016-01/klima-2015-temperaturen-rekord;2015 mit Abstand heißestes Jahr seit Aufzeichnungsbeginn;20.01.2016
1685297604-743;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=620;Skigebiete in Österreich: Weiße Winter gesucht;https://www.zeit.de/2016/04/skigebiete-oesterreich-schnee-tourismus;Weiße Winter gesucht;21.01.2016
1685297607-744;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=620;Artensterben: Rettet die letzten Mini-Wale!;https://www.zeit.de/2016/04/bedrohte-tierarten-wale-artensterben-vaquitas-aussterben-mexiko;Die letzten Mini-Wale;21.01.2016
1685297610-745;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=620;Schnee: Den Winter retten;https://www.zeit.de/2016/04/schnee-winter-skigebiet-schweiz;Den Winter retten;21.01.2016
1685297613-746;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=620;Studium: Flüchtlinge an die Uni;https://www.zeit.de/hamburg/stadtleben/2016-01/elbvertiefung-hamburg-21-01-16;Flüchtlinge an die Uni;21.01.2016
1685297617-747;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=620;Großbritannien: Neue britische Regierung verspricht Sparkurs;https://www.zeit.de/politik/ausland/2010-05/uk-kabinett-sparkurs;Neue britische Regierung verspricht Sparkurs;13.05.2010
1685297620-748;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=620;Wie aus einem kleinem Schneepenis ein großer wurde;https://www.zeit.de/zett/2016-01/wie-aus-einem-kleinem-schneepenis-ein-grosser-wurde;Wie aus einem kleinem Schneepenis ein großer wurde;22.01.2016
1685297623-749;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=620;US-Umweltbehörde: Von wegen sauber;https://www.zeit.de/2016/05/vw-skandal-us-umweltbehoerde-epa;Von wegen sauber;28.01.2016
1685297626-750;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=620;Stadtplanung: Die Zukunft, in der wir wohnen;https://www.zeit.de/kultur/2016-02/stadtplanung-science-fiction-literatur-studie;Die Zukunft, in der wir wohnen;02.02.2016
1685297635-751;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=619;Subventionen: Soll der Staat eine Kaufprämie für Elektroautos zahlen?;https://www.zeit.de/2016/06/subventionen-elektroauto-staat-pro-contra;Soll der Staat eine Kaufprämie für Elektroautos zahlen?;04.02.2016
1685297639-752;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=619;Flüchtlingskrise: Das große Teilen;https://www.zeit.de/2016/06/fluechtlingskrise-wohlstand-arm-reich;Das große Teilen;04.02.2016
1685297642-753;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=619;"Interview: Umweltaktivist Bill McKibben im Interview: ""Der Kampf gegen die Ölfirmen geht weiter""";https://www.zeit.de/zett/2016-02/umweltaktivist-bill-mckibben-im-interview-der-kampf-gegen-die-oelfirmen-geht-weiter;"Umweltaktivist Bill McKibben im Interview: ""Der Kampf gegen die Ölfirmen geht weiter""";04.02.2016
1685297645-754;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=619;"Glauben: ""Die Mathematik ist ein Zugang zu Gott""";https://www.zeit.de/zeit-wissen/2016/01/glauben-religion-physik-widerspruch-katholizismus-martin-nowak;Wo ist Gott?;04.02.2016
1685297649-755;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=619;Akte X: Die Rückkehr des Rauchers;https://www.zeit.de/kultur/film/2016-02/akte-x-prosieben-comeback;Die Rückkehr des Rauchers;07.02.2016
1685297652-756;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=619;USA: Oberster Gerichtshof stoppt Obamas Klimaschutz-Plan;https://www.zeit.de/politik/ausland/2016-02/usa-oberster-gerichtshof-stoppt-obamas-klimaplan;Oberster Gerichtshof stoppt Obamas Klimaschutz-Plan;10.02.2016
1685297655-757;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=619;US-Wahl: Und der soll gemäßigt sein?;https://www.zeit.de/2016/07/us-wahl-marco-rubio-republikaner;Und der soll gemäßigt sein?;11.02.2016
1685297658-758;https://www.zeit.de/suche/index?q=Klimawandel+&type=article&p=619;Tropenkrankheiten: Schlecht vorbereitet;https://www.zeit.de/2016/07/tropenkrankheiten-fluechtlinge-neglected-diseases-schweiz;Schlecht vorbereitet;11.02.2016
