web-scraper-order;web-scraper-start-url;URL;URL-href;Title;Date
1685121474-599;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=418;Regierungsbildung: Gabriel nennt drei Bedingungen für eine Große Koalition;https://www.zeit.de/politik/deutschland/2013-10/gabriel-grossekoalition-bedingungen;Gabriel nennt drei Bedingungen für eine Große Koalition;05.10.2013
1685121477-600;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=418;Inhaltsverzeichnis: Das ZEIT Wissen Magazin;https://www.zeit.de/zeit-wissen/2013/06/Inhaltsverzeichnis;Das ZEIT Wissen Magazin;08.10.2013
1685121483-601;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=417;ZEIT WISSEN Recherche: Die Quellen zum Artikel über den Demografiewandel;https://www.zeit.de/zw/0613demografie;Die Quellen zum Artikel über den Demografiewandel;08.10.2013
1685121486-602;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=417;Weltwirtschaft: IWF senkt erneut Wachstumsprognose;https://www.zeit.de/wirtschaft/2013-10/aktualisierte-iwf-prognose;IWF senkt erneut Wachstumsprognose;08.10.2013
1685121489-603;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=417;FED: Yellen soll US-Notenbankchefin werden;https://www.zeit.de/wirtschaft/2013-10/yellen-fed-obama-bernanke;Yellen soll US-Notenbankchefin werden;09.10.2013
1685121505-604;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=417;Bundesregierung: Arbeitgeber-Präsident fordert Große Koalition ohne SPD-Programm;https://www.zeit.de/wirtschaft/2013-10/koalitionsbildung-bda-hundt;Arbeitgeber-Präsident fordert Große Koalition ohne SPD-Programm;09.10.2013
1685121508-605;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=417;Außenpolitik: Schluss mit Arroganz und Almosen!;https://www.zeit.de/2013/42/faust-messner-ministerium-globale-entwicklung;Schluss mit Arroganz und Almosen!;10.10.2013
1685121511-606;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=417;Studie: Studium bester Schutz vor Arbeitslosigkeit;https://www.zeit.de/karriere/beruf/2013-10/studie-arbeitslosigkeit-bildung;Studium bester Schutz vor Arbeitslosigkeit;14.10.2013
1685121514-607;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=417;Große Koalition: Schwarz-Rot steckt im Nebel;https://www.zeit.de/politik/deutschland/2013-10/schwarz-rot-sondierung-zwei;Schwarz-Rot steckt im Nebel;15.10.2013
1685121518-608;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=417;Asylbewerber: Die Ignorierten;https://www.zeit.de/politik/deutschland/2013-10/Asyl-Berlin-Lampedusa;Die Ignorierten;15.10.2013
1685121521-609;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=417;Mindestlohn: Vollendet die Agenda 2010!;https://www.zeit.de/politik/deutschland/2013-10/agenda-2010-mindestlohn-sondierung-union-spd;Vollendet die Agenda 2010!;15.10.2013
1685121525-610;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=417;"Parteispenden: ""Gauck sollte eingreifen""";https://www.zeit.de/wirtschaft/2013-10/parteispende-transparency;Gauck sollte eingreifen;15.10.2013
1685121531-611;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=416;Geisteswissenschaftler: Experten fürs Unbekannte;https://www.zeit.de/studium/uni-leben/2013-10/zeit-campus-dialog-jobchancen-geisteswissenschaftler;Experten fürs Unbekannte;16.10.2013
1685121534-612;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=416;Liebe zum Job: Motiviert in guten wie in schlechten Zeiten;https://www.zeit.de/karriere/beruf/2013-10/leidenschaft-job-beziehung-psychologie;Motiviert in guten wie in schlechten Zeiten;17.10.2013
1685121537-613;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=416;Flüchlingspolitik: Worum es wirklich geht;https://www.zeit.de/2013/43/fluechtlingspolitik-europa-fragen-antworten;Worum es wirklich geht;17.10.2013
1685121540-614;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=416;Steuern: Ran an die Reichen;https://www.zeit.de/2013/43/steuern-reiche-iwf;Ran an die Reichen;17.10.2013
1685121543-615;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=416;Europa: Warum die Euro-Zone einen eigenen Vertrag braucht;https://www.zeit.de/2013/43/glienicker-gruppe-europaeische-union;Mobil, gerecht, einig;17.10.2013
1685121546-616;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=416;"Tobias Billström: ""Wir sind stolz!""";https://www.zeit.de/2013/43/schweden-migrationsminister-billstroem;Wir sind stolz!;17.10.2013
1685121549-617;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=416;1 : 12-Initiative: Kopf oder Bauch?;https://www.zeit.de/2013/43/juso-schweiz-1-zu-12-initiative;Kopf oder Bauch?;17.10.2013
1685121552-618;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=416;Wirtschaftsflüchtlinge: Die Angst vor den Armen;https://www.zeit.de/politik/deutschland/2013-10/armutsfluechtlinge;Die Angst vor den Armen;14.10.2013
1685121555-619;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=416;Herbstgutachten: Wirtschaftsforscher halten Steuererhöhungen für verzichtbar;https://www.zeit.de/wirtschaft/2013-10/herbstgutachten-wachstum-konjunktur;Wirtschaftsforscher halten Steuererhöhungen für verzichtbar;17.10.2013
1685121558-620;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=416;Große Koalition: Vor den Ministerposten kommen die Streitpunkte;https://www.zeit.de/politik/deutschland/2013-10/koalition-nahles-mindestlohn-spd;Vor den Ministerposten kommen die Streitpunkte;18.10.2013
1685121564-621;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=415;Brave Generation: Zu viel Harmonie, zu wenig Persönlichkeit;https://www.zeit.de/studium/hochschule/2013-10/generation-brav-karriere;Zu viel Harmonie, zu wenig Persönlichkeit;18.10.2013
1685121567-622;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=415;Parteikonvent: SPD-Führung erwartet klare Zustimmung für Schwarz-Rot;https://www.zeit.de/politik/2013-10/spd-spitze-erwartet-zustimmung-zu-schwarz-rot;SPD-Führung erwartet klare Zustimmung für Schwarz-Rot;19.10.2013
1685121570-623;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=415;Parteikonvent: Die SPD redet sich Verantwortung ein;https://www.zeit.de/politik/deutschland/2013-10/SPD-Parteikonvent-Koalition-Regierung;Die SPD redet sich Verantwortung ein;20.10.2013
1685121573-624;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=415;Wachstumsprognose: Regierung sagt starken Aufschwung für deutsche Wirtschaft voraus;https://www.zeit.de/wirtschaft/2013-10/wachstumsprognose-deutsche-wirtschaft;Regierung sieht deutsche Wirtschaft vor starkem Aufschwung;23.10.2013
1685121576-625;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=415;Außenamt: Ein Ministerium als Ramschware;https://www.zeit.de/politik/deutschland/2013-10/aussenpolitik-ministerium-auswaertiges-amt;Ein Ministerium als Ramschware;23.10.2013
1685121579-626;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=415;Große Koalition: Es darf gekungelt werden;https://www.zeit.de/2013/44/grosse-koalition-regierungsbildung;Wer wird was, und wenn nicht, was dann?;24.10.2013
1685121582-627;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=415;Frankreich: Regiert Hollande noch?;https://www.zeit.de/2013/44/frankreich-hollande-analyse;Regiert Hollande noch?;24.10.2013
1685121585-628;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=415;"Dieter Timmermann: ""Hochschulen spiegeln immer mehr die Gesellschaft wider""";https://www.zeit.de/2013/44/dieter-timmermann-studentenwerk;Welten prallen aufeinander;24.10.2013
1685121588-629;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=415;Brasilien: Einen Kuss für die Bank-Managerin;https://www.zeit.de/2013/44/korrespondent-rio-de-janeiro-strandreporter;Der sündige Weg;24.10.2013
1685121591-630;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=415;Kolumne Nord-Süd-Achse: Das falsche Geschenk der SVP;https://www.zeit.de/2013/44/schweiz-nord-sued-achse;Das falsche Geschenk der SVP;24.10.2013
1685121597-631;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=414;Kolumne Strandreporter: Sagen Sie niemals danke schön;https://www.zeit.de/gesellschaft/zeitgeschehen/2013-10/brasilien-strandreporter-jeito;;25.10.2013
1685121600-632;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=414;Turbostudium: Kein Stress;https://www.zeit.de/studium/uni-leben/2013-10/anti-turbostudium;Kein Stress;25.10.2013
1685121604-633;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=414;Arbeitsmarkt: Die Mindestlohn-Ideologen;https://www.zeit.de/wirtschaft/2013-10/mindestlohn-grossbritannien;Die Mindestlohn-Ideologen;29.10.2013
1685121607-634;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=414;Europa: Die offene Währungsunion;https://www.zeit.de/2013/45/waehrungsunion-konzept-glienicker-gruppe;Die offene Währungsunion;31.10.2013
1685121610-635;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=414;Mittelamerika: Kann Honduras von vorn anfangen?;https://www.zeit.de/2013/45/honduras-armut-experiment;Der Neustart;31.10.2013
1685121613-636;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=414;Motivationstrainer: Emotional aufmöbeln;https://www.zeit.de/2013/45/motivationstrainer-coaching-peter-kinauer-oesterreich;Lukrative Wege zum Glück;31.10.2013
1685121616-637;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=414;"Fachkräftemangel: ""Bewerber müssen nicht alles akzeptieren""";https://www.zeit.de/campus/2014/s1/arb-interview-fachkraft;Bewerber müssen nicht alles akzeptieren;05.11.2013
1685121619-638;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=414;"Manager Thomas Sattelberger: ""Mitarbeiter wollen mitentscheiden""";https://www.zeit.de/2013/46/thomas-sattelberger-personal-arbeit;Binden, ohne zu ketten;07.11.2013
1685121622-639;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=414;Schweiz & EU: Und wenn keiner mehr kommt?;https://www.zeit.de/2013/46/schweiz-eu-abstimmung-zuwanderung;Und wenn keiner mehr kommt?;07.11.2013
1685121625-640;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=414;Arbeitserlaubnis in Österreich: Karte für Harte;https://www.zeit.de/2013/46/auslaendische-facharbeiter-oesterreich;Karte für Harte;07.11.2013
1685121631-641;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=413;Serie Psychisch krank: Kaum Jobchancen für psychisch Kranke;https://www.zeit.de/2013/46/psychologie-therapie-arbeit;Mitten ins Leben;07.11.2013
1685121634-642;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=413;Deflation: EZB-Präsident Draghi verteidigt seine Leitzins-Senkung;https://www.zeit.de/wirtschaft/2013-11/draghi-schmidt-wirtschaftsforum;EZB-Präsident Draghi verteidigt seine Leitzins-Senkung;07.11.2013
1685121637-643;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=413;"Interview: ""Solidität geht vor Schnelligkeit""";https://www.zeit.de/politik/dlf/interview-060907-pofalla-gesundheit;Solidität geht vor Schnelligkeit;25.01.2006
1685121640-644;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=413;Interview: Staat soll Arbeitsplätze finanzieren;https://www.zeit.de/politik/dlf/interview-060828-arbeitsplaetze;Staat soll Arbeitsplätze finanzieren;25.01.2006
1685121643-645;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=413;Interview: Laumann (CDU): Forderung nach Mindestlöhnen ist falsch;https://www.zeit.de/politik/dlf/2006/060810-mindestloehne;Laumann (CDU): Forderung nach Mindestlöhnen ist falsch;25.01.2006
1685121646-646;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=413;"Interview: ""Kompromisse können vernünftig sein""";https://www.zeit.de/politik/dlf/interview-060830-muentefering-kritik;Kompromisse können vernünftig sein;25.01.2006
1685121649-647;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=413;Vorabmeldungen: Aus der ZEIT 25/ 2007;https://www.zeit.de/politik/Vorabmeldungen/2007/vorab-25;Aus der ZEIT 25/ 2007;14.06.2007
1685121653-648;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=413;Leiharbeit: Geile Preise, geile Leute;https://www.zeit.de/online/2007/43/leiharbeit-bmw;Geile Preise, geile Leute;09.11.2013
1685121660-650;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=413;EU-Treffen: Europas später Kampf gegen die Jugendarbeitslosigkeit;https://www.zeit.de/wirtschaft/2013-11/jugendarbeitslosigkeit-europa;Europas später Kampf gegen die Jugendarbeitslosigkeit;12.11.2013
1685121666-651;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=412;Kolumne Fünf vor 8:00: Eine Fünf für den Klassenprimus;https://www.zeit.de/wirtschaft/2013-11/exporte-kommission-verfahren;;14.11.2013
1685121669-652;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=412;Willy Brandt und Bruno Kreisky: Die Unvollendeten;https://www.zeit.de/2013/47/willy-brandt-bruno-kreisky;Die Unvollendeten;14.11.2013
1685121672-653;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=412;Schweizer Jugend: Keine Angst vor morgen;https://www.zeit.de/2013/47/schweiz-jugend-studie;Keine Angst vor morgen;14.11.2013
1685121675-654;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=412;Neue Studiengänge: Der Bachelor kommt ans Bett;https://www.zeit.de/2013/47/pflege-bachelor-akademische-fachkraefte;Der Bachelor kommt ans Bett;14.11.2013
1685121678-655;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=412;Energiewende: Kumpel oder Klima;https://www.zeit.de/2013/47/ruhrgebiet-kohle-energiewende;Kumpel oder Klima;14.11.2013
1685121681-656;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=412;Mindestlohn: Gut gemeint, schlecht gemacht;https://www.zeit.de/2013/47/gesetzlicher-mindestlohn-sozialreform;Gut gemeint, schlecht gemacht;14.11.2013
1685121684-657;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=412;Koalitionsverhandlungen: Merkel schiebt Entscheidung über Mindestlohn hinaus;https://www.zeit.de/politik/deutschland/2013-11/mindestlohn-entscheidung-zuletzt;Merkel schiebt Entscheidung über Mindestlohn hinaus;14.11.2013
1685121690-659;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=412;Lebensmittelskandale: China auf der Zunge;https://www.zeit.de/wirtschaft/2013-11/china-auf-der-zunge-essen-kochen;China auf der Zunge;15.11.2013
1685121707-660;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=412;SPD-Parteitag: Gabriel will Druck auf Union erhöhen;https://www.zeit.de/politik/deutschland/2013-11/gabriel-parteitag-spd;Gabriel will Druck auf Union erhöhen;16.11.2013
1685121712-661;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=411;Koalitionsverhandlungen: Union und SPD beschließen Frauenquote in Aufsichtsräten;https://www.zeit.de/politik/deutschland/2013-11/koalitionsverhandlungen-frauenquote-betreuungsgeld;Union und SPD beschließen Frauenquote in Aufsichtsräten;18.11.2013
1685121715-662;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=411;Euro-Krise: Deutschlands Exportboom ist kein Problem;https://www.zeit.de/wirtschaft/2013-11/deutschland-eu-export-ueberschuss;Deutschlands Exportboom ist kein Problem;18.11.2013
1685121720-663;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=411;Arbeitgeberverband: Attacke zum Antritt;https://www.zeit.de/wirtschaft/2013-11/attacke-zum-antritt;Attacke zum Antritt;20.11.2013
1685121723-664;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=411;Koalitionsverhandlungen: Das Gesundheitsproblem der Koalition;https://www.zeit.de/politik/deutschland/2013-11/koalitionsverhandlungen-gesundheitspolitik-streit;Das Gesundheitsproblem der Koalition;20.11.2013
1685121726-665;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=411;Geisteswissenschaften: Master of alles Mögliche;https://www.zeit.de/campus/2014/s1/berufseinstieg-geisteswissenschaften-jobsuche;Wie finde ich eine passende Stelle?;05.11.2013
1685121729-666;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=411;Sachverständigenrat: Die To-do-Liste für die nächste Regierung;https://www.zeit.de/2013/48/agenda-bundesregierung-sachverstaendigenrat;Eine Agenda für die Koalition;21.11.2013
1685121732-667;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=411;Prostitutionsdebatte: Eine Stunde Tanja für 130 Euro;https://www.zeit.de/2013/48/prostituierte-tanja;Eine Stunde Tanja;21.11.2013
1685121735-668;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=411;Promotion: Ein Doktortitel lohnt sich manchmal;https://www.zeit.de/2013/48/promotion-karriere-gehalt;Hut der Hoffnung;21.11.2013
1685121738-669;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=411;Großbritannien: London boomt, das Land blutet;https://www.zeit.de/2013/48/grossbritannien-konjunktur-finanzmarkt-immobilien;London boomt, das Land blutet;21.11.2013
1685121741-670;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=411;"Bundesbankchef Jens Weidmann: ""Es ist gut, wenn wir ringen""";https://www.zeit.de/2013/48/bundesbankchef-jens-weidmann;Es ist gut, wenn wir ringen;21.11.2013
1685121747-671;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=410;Leiharbeit: Die Fünf-Klassen-Gesellschaft von BMW;https://www.zeit.de/2013/48/werkvertraege-bmw-leipzig-autoindustrie;Klassengesellschaft ab Werk;21.11.2013
1685121764-672;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=410;Anwerbestopp 1973: Als Deutschland zum Einwanderungsland wurde;https://www.zeit.de/gesellschaft/zeitgeschehen/2013-11/einwanderung-anwerbestopp;Als Deutschland zum Einwanderungsland wurde;24.11.2013
1685121767-673;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=410;"Prostitutionsdebatte: ""Sexarbeit wegen fehlender Perspektiven""";https://www.zeit.de/wirtschaft/2013-11/prostitution-freier-zwang-interview;Sexarbeit wegen fehlender Perspektiven;25.11.2013
1685121770-674;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=410;Koalitionsvertrag: 177 Seiten voller Fragen;https://www.zeit.de/politik/deutschland/2013-11/groko-zusammenfassung;177 Seiten voller Fragen;25.11.2013
1685121773-675;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=410;Rente: OECD prophezeit Geringverdienern Altersarmut;https://www.zeit.de/wirtschaft/2013-11/oecd-rentenbericht-geringverdiener-altersarmut;OECD prophezeit Geringverdienern Altersarmut;26.11.2013
1685121776-676;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=410;Arbeitsmarkt: Der Irrtum mit den Arbeitsstunden;https://www.zeit.de/wirtschaft/2013-11/arbeitsvolumen-jobwunder;Der Irrtum mit den Arbeitsstunden;26.11.2013
1685121779-677;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=410;Große Koalition: Was die Koalitionäre bislang beschlossen haben;https://www.zeit.de/politik/deutschland/2013-11/koalitionsvertrag-entwurf-ueberblick;Was die Koalitionäre bislang beschlossen haben;26.11.2013
1685121782-678;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=410;Große Koalition: Was im Koalitionsvertrag steht;https://www.zeit.de/politik/deutschland/2013-11/koalitionsvertrag-beschluesse-ueberblick;Was im Koalitionsvertrag steht;27.11.2013
1685121785-679;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=410;Teilzeitarbeit: Kürzer treten liegt im Trend;https://www.zeit.de/2013/49/arbeit-teilzeit-freizeit-familie;Mehr muss es nicht sein;28.11.2013
1685121790-680;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=410;Wirtschaftswachstum: Hat die Welt sich ausgewachsen?;https://www.zeit.de/2013/49/wirtschaftswachstum-flaute;Ausgewachsen?;28.11.2013
1685121796-681;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=409;Zukunft der EU: Europa braucht einen Putsch!;https://www.zeit.de/2013/49/schmidt-fischer-europa;Europa braucht einen Putsch!;28.11.2013
1685121799-682;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=409;Große Koalition: CDU-Vorstand stimmt für Koalitionsvertrag;https://www.zeit.de/politik/deutschland/2013-11/cdu-bundesvorstand-koalitionsvertrag-spd;CDU-Vorstand stimmt für Koalitionsvertrag;27.11.2013
1685121802-683;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=409;"Bahn-Personalchef Ulrich Weber: ""Mainz hätte nicht passieren dürfen""";https://www.zeit.de/karriere/2013-11/interview-bahn-personalchef-weber;Mainz hätte nicht passieren dürfen;28.11.2013
1685121819-684;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=409;Konjunktur: Arbeitslosenzahl steigt überraschend;https://www.zeit.de/wirtschaft/2013-11/arbeitsmarktzahlen-november;Arbeitslosenzahl steigt überraschend;28.11.2013
1685121821-685;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=409;Frankreich: Hollande verkündet Trendwende am Arbeitsmarkt;https://www.zeit.de/politik/ausland/2013-11/frankreich-arbeitslosigkeit-hollande;Hollande verkündet Trendwende am Arbeitsmarkt;28.11.2013
1685121824-686;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=409;Koalitionsvertrag: Wirtschaft verlangt Rücknahme der Rentenpläne;https://www.zeit.de/wirtschaft/2013-11/wirtschaft-muetterrente-rente-mit-63;Wirtschaft verlangt Rücknahme der Rentenpläne;29.11.2013
1685121827-687;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=409;Wirtschaftspolitik: Superstar des Augenblicks;https://www.zeit.de/2003/05/Portr_8at_Clement;Superstar des Augenblicks;23.01.2003
1685121830-688;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=409;Europäische Union: Friedrich stützt Camerons Kurs gegen Arbeitsmigranten;https://www.zeit.de/politik/deutschland/2013-11/cameron-deutschland-einwanderer-rumaenien;Friedrich stützt Camerons Kurs gegen Arbeitsmigranten;29.11.2013
1685121833-689;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=409;"Interview: ""Wir müssen uns quälen""";https://www.zeit.de/2003/05/Interv__Schmoldt;Wir müssen uns quälen;23.01.2003
1685121836-690;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=409;Sinnvoll wider Willen;https://www.zeit.de/2003/03/Kolumne_03;Sinnvoll wider Willen;09.01.2003
1685121844-691;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=408;Forum: Gegen die deutsche Misere;https://www.zeit.de/2003/02/Forum_Zimmermann;Gegen die deutsche Misere;02.01.2003
1685121847-692;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=408;Argument: Schwere Zeiten in der Weltwerkstatt;https://www.zeit.de/2003/13/Argument_1;Schwere Zeiten in der Weltwerkstatt;20.03.2003
1685121850-693;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=408;SPD: Sie regiert noch, aber lebt nicht mehr;https://www.zeit.de/2003/10/SPD-Basis;Sie regiert noch, aber lebt nicht mehr;27.02.2003
1685121853-694;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=408;Firmengründer: Durchhalten! Aber nicht zu lange…;https://www.zeit.de/2003/08/C-Chancen-Kasten;Durchhalten! Aber nicht zu lange…;13.02.2003
1685121856-695;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=408;Arbeitsmarkt: Tillich wertet Mindestlohn als Katastrophe für den Osten;https://www.zeit.de/politik/deutschland/2013-11/mindestlohn-kritik-tillich-ostdeutschland;Tillich wertet Mindestlohn als Katastrophe für den Osten;30.11.2013
1685121859-696;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=408;argument: Das Imperium schlägt sich selbst;https://www.zeit.de/2003/01/Arguement;Das Imperium schlägt sich selbst;23.12.2002
1685121862-697;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=408;Streit um die Zuwanderung: 91 Luftballons;https://www.zeit.de/2003/01/Kasten_Leicht;91 Luftballons;23.12.2002
1685121865-698;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=408;Große Koalition: Kauder schränkt Koalitionsversprechen ein;https://www.zeit.de/politik/deutschland/2013-12/kauder-koalitionsvertrag-arbeitsmarkt;Kauder schränkt Koalitionsversprechen ein;01.12.2013
1685121868-699;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=408;Innenpolitik: Wenn der Kanzler es ernst mit dem Wechsel meint…;https://www.zeit.de/2003/12/01_leit_2;Wenn der Kanzler es ernst mit dem Wechsel meint…;13.03.2003
1685121885-700;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=408;usa: George W. Pump;https://www.zeit.de/2003/09/WiPo-Bush;George W. Pump;20.02.2003
1685121890-701;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=407;karriere: Mütter müssen draußen bleiben;https://www.zeit.de/2003/09/01_m_9ftter_neu;Mütter müssen draußen bleiben;20.02.2003
1685121893-702;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=407;management: Plädoyer für die Ungewissheit;https://www.zeit.de/2003/09/Krisenstrategie;Plädoyer für die Ungewissheit;20.02.2003
1685121896-703;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=407;Studium: Noten  ohne Wert;https://www.zeit.de/2003/09/B-Kuschelnoten;Noten  ohne Wert;20.02.2003
1685121899-704;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=407;reform: Lieber klotzen;https://www.zeit.de/2003/09/Reform-Monitor;Lieber klotzen;20.02.2003
1685121902-705;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=407;SPD: Die Wahl schon verspielt,  die Kanzlerschaft gerettet?;https://www.zeit.de/2003/06/01_Leit_02_06_2f03;Die Wahl schon verspielt,  die Kanzlerschaft gerettet?;30.01.2003
1685121905-706;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=407;abstract: Noten ohne Wert;https://www.zeit.de/2003/06/abs_kuschel;Noten ohne Wert;30.01.2003
1685121908-707;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=407;Geldanlage: Die risikoscheuen Deutschen;https://www.zeit.de/wirtschaft/geldanlage/2012-10/Spekulation-Niedrigzinsen;Die risikoscheuen Deutschen;23.10.2012
1685121911-708;https://www.zeit.de/suche/index?q=Arbeitsmarkt&type=article&p=407;Doppelspitzen: Zu zweit ist Chefsein schöner;https://www.zeit.de/karriere/beruf/2012-08/geteilte-fuehrungsposition;Zu zweit ist Chefsein schöner;22.08.2012
